objectid,parentid,filename,format,type,language,creator,rights,subject,class,title,address,tourSiteNumber,date,modified,hasStylePeriod,architect,location,latitude,longitude,imageSource,imageDate,imageRights,description,sameAs
coll045,coll023,0222.jpg,image/jpg,Image;StillImage,,,,,Commercial building,"Old Monroe County
State Bank",100 North Walnut Street,20,1888,1919,Italianate (architectural style),,Courthouse Square Historic District,39.16675473,-86.53322011,Chase E. Hastings,2024-08-19,,"Originally a drygoods store, this Italianate brick building was upgraded with a neoclassical limestone facade in order to house a bank. With its Eastlake style window hoods and pressed metal cornice, the building has good original integrity. The Book Corner is its long-term tenant.",
coll046,coll023,0223.jpg,image/jpg,Image;StillImage,,,,,Commercial building,Knights of Phythias,116 North Walnut Street,21a,1904,,Free Classic Queen Anne style,John L. Nichols,Courthouse Square Historic District,39.16720358,-86.53342641,Chase E. Hastings,2026-01-02,,"John Nichols designed the Knights of Pythias Building in a classical revival style. Recently restored and converted into apartments, the building’s large masonic rooms were subdivided for residential use. Alfred Grindle redesigned the façade of The Vogue in an eclectic Spanish colonial style that features mosaic tiles set into stucco, wrought iron balconies and a barrel tile roof.",
coll047,coll023,0224.jpg,image/jpg,Image;StillImage,,,,,Commercial building,“The Vogue”,120 North Walnut Street,21b,1923,,Spanish Colonial Revival,Alfred Grindle,Courthouse Square Historic District,39.16731088,-86.5332917,"Wikimedia Commons, User:Nyttend",2010-11-11,,"John Nichols designed the Knights of Pythias Building in a classical revival style. Recently restored and converted into apartments, the building’s large masonic rooms were subdivided for residential use. Alfred Grindle redesigned the façade of The Vogue in an eclectic Spanish colonial style that features mosaic tiles set into stucco, wrought iron balconies and a barrel tile roof.",
coll048,coll023,0225.jpg,image/jpg,Image;StillImage,,,,,Commercial building,Faulkner Hotel,124 North Walnut Street,22,1847,,Federal,,Courthouse Square Historic District,39.16741919,-86.53334618,Chase E. Hastings,2026-01-02,,"Ranking as the oldest building on the square, this building has housed several hotel businesses including the Phillips(1878), the Walnut Street(1883), the Faulkner(1887), and the Bundy (1898). Earlier it was owned by Aquilla Rogers, a scion of one of the founding families of Bloomington.",
coll049,coll023,0226.jpg,image/jpg,Image;StillImage,,,,,Commercial building,[no title],108 East 6th Street,23,1915,,Mission Style (Spanish Colonial Revival style),,Courthouse Square Historic District,39.16737556,-86.53311873,"Wikimedia Commons, User:Nyttend",2011-01-04,,"An interesting interpretation of the Spanish Colonial Revival style, this building’s details are couched in the Arts and Crafts movement of the early twentieth century. The ornamental vigas, exposed rafters and shaped parapet wall are interesting features in a commercial structure.",
coll050,coll023,0227.jpg,image/jpg,Image;StillImage,,,,,Commercial building,"Old Odd Fellows
Building",200-202 North Walnut Street,24,1892,,Italianate (architectural style),,Courthouse Square Historic District,39.16776523,-86.53336343,Chase E. Hastings,2026-01-02,,"This housed one of the many grocery stores located on the square at the turn of the century. It was also the second location of the Odd Fellows fraternal organization, after starting in the Fee building and before its move to Kirkwood. The construction date of 1892 is located in the parapet of the pressed metal cornice.",
coll051,coll023,0228.jpg,image/jpg,Image;StillImage,,,,,Theatre building,Princess Theatre,206 North Walnut Street,25,1892,1923,,John L. Nichols,Courthouse Square Historic District,39.16791038,-86.5332947,Chase E. Hastings,2026-01-02,,"Built as an office building, the first use of this space was the Monroe County State Bank. In 1913, Robert Harris converted its use to a theatre, of which, only the foyer and entry remain. In 1923, John Nichols redesigned its remarkable glaze polychrome facade and it remains Monroe County’s only example of terra cotta.",
coll052,coll023,0229.jpg,image/jpg,Image;StillImage,,,,,Commercial building,Faris Market,208 North Walnut Street,26,1895,,Italianate (architectural style),,Courthouse Square Historic District,39.16799748,-86.53330264,Chase E. Hastings,2026-01-02,,"The oldest continually operating grocery in Monroe County occupies this building. The interior space looks much as it would have in the nineteenth century, with high pressed tin ceilings, diagonal wood floors and stocked shelves lining the walls. The Italianate brick building has a rusticated limestone first floor façade and a pressed tin cornice.",
coll053,,0300_combined.pdf,compound_object,Text,en,City of Bloomington,Division of Historic Preservation and Archaeology,North Washington Historic District tour,Tour Brochure,A Walk Through the North Washington Historic District,,,,,,,,,,,,,,
coll054,coll053,0301.jpg,image/jpg,Image;StillImage,,,,,House,Showers-Myers House,321 North Washington Street,1,1900,,Dutch Colonial Revival ,,North Washington Historic District,39.16930736,-86.53259742,"Wikimedia Commons, User:Nyttend",2010-11-01,,"This house was built by J.D. Showers for his daughter Maude and her husband, Dr. Burton D. Myers, an early dean of the Indiana University medical school. The house is an eclectic combination of Colonial Revival and other styles. Note the Dutch Colonial gambrel roof, the pillars, the dentil moldings, the limestone corner towers, the leaded and beveled windows in the entry, the torch-shaped keystone in the arch of the upper balcony, and the Palladian windows. The tile roof was custom fired at the Bloomfield brick works. The house is pictured here in a ca. 1930s photograph.",
coll055,coll053,0302.jpg,image/jpg,Image;StillImage,,,,,Apartment building,"Washington Terrace
Apartments",316 North Washington Street,2,1929,,Colonial Revival (American style),Ross and George Caldwell,North Washington Historic District,39.16934059,-86.53195584,"Wikimedia Commons, User:Nyttend",2010-10-31,,"Located on the southeast corner of Eighth and Washington, the Washington Terrace Apartments are housed in a limestone building with wood trim designed by architects Ross and George Caldwell of Indianapolis. Elements of the Colonial Revival style can be seen in the palladian window that tops the entrance. The shutters feature a variety of cutout designs, including half-moons, circles and triangles.",
coll056,coll053,0303.jpg,image/jpg,Image;StillImage,,,,,House,Belden House,203 East 8th Street,3,1870,1900,Queen Anne Revival,,North Washington Historic District,39.16963616,-86.53213739,"Wikimedia Commons, User:Nyttend",2010-10-31,,"This wood frame Italianate style house appears to be earlier than most other houses in the area. The decorative wood trim and the Washington Street side bay were added in a remodeling about 1900, when it apparently became a two-family house. The Belden family lived in this house for many years.",
coll057,coll053,0304.jpg,image/jpg,Image;StillImage,,,,,House,[no title],418 North Washington Street,4,1900,,Neoclassical,John L. Nichols,North Washington Historic District,39.16995522,-86.53211251,"Wikimedia Commons, User:Nyttend",2010-10-31,,"The beveled corners of this house reveal Queen Anne stylistic influence, but its prevailing symmetry and trim mark it as predominantly Classical Revival. Notice the cornice returns. This house is #245 in John Nichols’ Catalogue of Artistic Designs which includes a photograph of it in its Bloomington location showing the Seward property to the north and a vacant lot to the south.",
coll058,coll053,0305.jpg,image/jpg,Image;StillImage,,,,,Bungalow,Dr. Harris House,411 North Washington Street,5,1915,,Craftsman (style),,North Washington Historic District,39.16992657,-86.5325854,"Wikimedia Commons, User:Nyttend",2010-11-01,,"This ca. 1930 photograph shows the original appearance of this large sprawling Craftsman style bungalow. Many projecting gables with knee braces, multi-paned sash and battered porch posts were typical of the style. This Arts and Crafts style home’s first resident was a bookkeeper for a stone company. The second resident, Dr. Walter W. Harris, was a prominent Monroe County physician with ties to Ellettsville. His funeral brought together the Borlands, Batmans, Hollands and Dillon Geiger from the medical community. After Harris’s widow left, their home became a rooming house housing the increasing influx of students.",
coll059,coll053,0306.jpg,image/jpg,Image;StillImage,,,,,House,Showers-Bridwell House,419 North Washington Street,6,1890,,Queen Anne Revival,,North Washington Historic District,39.17012777,-86.53265211,"Wikimedia Commons, User:Nyttend",2010-11-01,,"William Showers built this Queen Anne-style structure about 1891. In 1920, Showers sold the house to the Bridwells, who one owned a dry goods store on Tenth Street and also the Tapp and Bridwell grain mill on the west side. Notice the siting on the hill, the seven gables, and the Queen Anne chimney. The steammoldings and gingerbread are recently restored.",
coll060,coll053,0307.jpg,image/jpg,Image;StillImage,,,,,House,Showers-Allen House,427 North Washington Street,7,1890,,Free Classic Queen Anne style,,North Washington Historic District,39.17036279,-86.53262327,"Wikimedia Commons, User:Nyttend",2010-11-01,,"This wood frame, Free Classic house was occupied by Lela Showers, the young window of J.D. Showers’ son, Charles. By 1907 the house was occupied by the family of Frank Allen, who was the nephew of J.D. Showers’ wife, Belle Allen Showers. The porch features simple columns supporting the porch roof, which is sparsely decorated with geometric woodwork designs.",
coll061,coll053,0308.jpg,image/jpg,Image;StillImage,,,,,House,Seward House,420 North Washington Street,8,1890,,Queen Anne Revival,,North Washington Historic District,39.17009648,-86.53208391,"Wikimedia Commons, User:Nyttend",2010-10-31,,"This is a charming 1890s cottage, occupied originally by the Cravens publishing family and then for many years by a member of the Seward family, one of the oldest manufacturing companies in Indiana. Notice the Queen Anne beveled corners, the little tower and the Gothic style gable on the front porch. The alternate use of curved and geometric shingles creates an interesting variety of textures on the front gables.",
coll062,coll053,0309.jpg,image/jpg,Image;StillImage,,,,,House,Showers-Graham House,430 North Washington Street,9,1905,,Free Classic Queen Anne style,,North Washington Historic District,39.17035243,-86.5320417,"Wikimedia Commons, User:Nyttend",2010-10-31,,"The Showers-Graham house is an early example of the Free Classic style in Bloomington and is an outstanding resource in this district. Careful restoration and painting highlight the two-story Corinthiam style columns and the carved garland trim. The rear area was landscaped as a formal walled garden. Originally the home of Edward Showers, it was later occupied by Robert Graham, two of the most important business men in early 20th century Bloomington.",
coll063,coll053,0310.jpg,image/jpg,Image;StillImage,,,,,House,Showers-Fields House,502 North Washington Street,10,1890,,Queen Anne Revival,,North Washington Historic District,39.17061606,-86.53205364,"Wikimedia Commons, User:Nyttend",2010-10-31,,"This Queen Anne house was owned until the turn of the century by W.N. Showers; then it was purchased by the Fields family, members of whom lived there for many years. This home has artificial siding, but the Queen Anne details, shown in this ca. 1930s photograph, can still be seen.",
coll064,coll053,0311.jpg,image/jpg,Image;StillImage,,,,,House,Maude Showers House,501 North Washington Street,11,1890,,Queen Anne Revival,,North Washington Historic District,39.17060857,-86.53261897,"Wikimedia Commons, User:Nyttend",2010-11-01,,"This Queen Anne house was owned at the turn of the century by Maude E. Showers, daughter of J.D. Showers. The ornamentation under the eaves and at the gable on the north side of the house is elaborate but sparingly placed.",
coll065,coll053,0312.jpg,image/jpg,Image;StillImage,,,,,House,Demaree House,509 North Washington Street,12,1890,,Free Classic Queen Anne style,,North Washington Historic District,39.17079877,-86.53257271,"Wikimedia Commons, User:Nyttend",2010-11-01,,This Queen Anne house was owned and occupied by the Demaree family from 1892 until the mid 1900s. Only the bracketed wood lintels remain from the original design.,
coll066,coll053,0313.jpg,image/jpg,Image;StillImage,,,,,House,"Showers-Teter-
Barrett House",508 North Washington Street,13,1895,,Queen Anne Revival,,North Washington Historic District,39.17079052,-86.53206064,"Wikimedia Commons, User:Nyttend",2010-11-01,,"William Showers deeded 508 and 514 North Washington to his two daughters, Nellie and Jennie. This house was given to Nellie, the wife of Sanford Teter. Although both houses have been altered in the rear, the floor plans were originally identical.",
coll067,coll053,0314.jpg,image/jpg,Image;StillImage,,,,,House,"Showers-Smith-
Matthews House",514 North Washington Street,14,1895,,Queen Anne Revival,,North Washington Historic District,39.17099529,-86.53202282,"Wikimedia Commons, User:Nyttend",2010-11-01,,"This house belonged to Jennie Showers Smith until 1913 when it was sold to Addie Matthews, the widow of quarry owner and state senator W.N. Matthews. Note the similarity to Nellie Showers’ home next door. The diamond and fish scale shingle work are identical. Only the front porch differentiates them, this house having a rounded porch, the other having a squared one.",
coll068,coll053,0315.jpg,image/jpg,Image;StillImage,,,,,House,Showers-Freese House,522 North Washington Street,15,1895,,Queen Anne Revival,,North Washington Historic District,39.17117731,-86.5320246,"Wikimedia Commons, User:Nyttend",2010-10-31,,"This house was built between 1891 and 1898 by the Showers brothers, and was rented from the turn of the century until the First World War by the Freese family. The color scheme highlights such architectural details as the unusual shingle pattern.",
coll069,coll053,0316.jpg,image/jpg,Image;StillImage,,,,,House,[no title],515 North Washington Street,16,1890,,Queen Anne Revival,,North Washington Historic District,39.17099603,-86.53261281,"Wikimedia Commons, User:Nyttend",2010-11-01,,"This Queen Anne style house was owned by the Showers brothers in 1892, but was soon sold. The Walnut Street Church trustees owned it from 1892-1898. Note the similarity of the shingle work to that of other houses on the block. The limestone porch with its square stone columns contrasts with the many wooden porches in the area.",
